S,E,I,Q_E,Q_I,R,F
4.374979506702582e+46,53172.7658031556,100534.28088030714,428.13981009947,2305.5615026175624,1038136.0211384484,134560.08298876596
4.819631250968549e+46,53081.23803863086,100361.22844298754,427.40279105612126,2301.596304611336,1038246.8110625901,134649.78488080573
5.310076251300955e+46,52989.86782368181,100188.4738854712,426.66704166175373,2297.6378910158087,1038355.7353295586,134739.33236942385
5.851691083784771e+46,52898.654887101,100016.01669500621,425.9325597110089,2293.6862506504876,1038462.7986288023,134828.725720369
6.450393485618944e+46,52807.59895814522,99843.8563597179,425.1993430026423,2289.7413723482896,1038568.0056404559,134917.96519893542
7.112642355116264e+46,52716.69976653557,99671.99236860892,424.4673893395237,2285.8032449555412,1038671.3610353408,135007.05106996308
7.845437751703181e+46,52625.95704245743,99500.42421155932,423.7366965286372,2281.8718573319834,1038772.869474965,135095.9835978375
8.656320895919919e+46,52535.37051656049,99329.15137932647,423.0072623810812,2277.9471983507665,1038872.5356115231,135184.7630464898
9.553374169420744e+46,52444.93991995869,99158.17336354504,422.27908471206814,2274.029256898451,1038970.3640878958,135273.38967939673
1.0545221114973795e+47,52354.664984230265,98987.48965672695,421.5521613409246,2270.1180218750087,1039066.3595376511,135361.86375958074
1.1641026436460604e+47,52264.54544141776,98817.0997522616,420.8264900910917,2266.213482193824,1039160.5265850428,135450.1855496098
1.2850495998877124e+47,52174.58102402797,98647.00314441559,420.1020687901244,2262.31562678169,1039252.8698450117,135538.35531159755
1.4183876828332671e+47,52084.771465032005,98477.1993283329,419.37889526969224,2258.4244445788117,1039343.3939231851,135626.37330720323
1.5651957112050311e+47,51995.11649786526,98307.6878000349,418.65696736557885,2254.5399245388066,1039432.1034158764,135714.23979763172
1.7268397577800156e+47,51905.61585641589,98138.4680563982,417.93628291756806,2250.662055628877,1039519.0029103343,135801.95504364482
1.9060483822375734e+47,51816.2692749706,97969.53959505064,417.2168397691169,2246.79082682929,1039604.0969859161,135889.5193056148
2.1039045680103184e+47,51727.07648836351,97800.90191465434,416.4986357689334,2242.926227130417,1039687.3902108865,135976.93284337866
2.3215021810013536e+47,51638.03723189728,97632.55451475712,415.78166876981584,2239.0682455363753,1039768.887144103,136064.19591631473
2.5603786420571875e+47,51549.151241321844,97464.49689575231,415.0659366284087,2235.216871065568,1039848.5923354712,136151.30878336338
2.822514926967688e+47,51460.418252834505,97296.72855887875,414.3514372052032,2231.372092750685,1039926.510325944,136238.27170302704
3.1103355664659998e+47,51371.83800307996,97129.24900622091,413.6381683645372,2227.533899638707,1040002.6456475221,136325.08493337015
3.4267086462286008e+47,51283.41022915023,96962.0577407088,412.9261279745954,2223.7022807909,1040077.0028232534,136411.74873201907
3.774945806875398e+47,51195.134668584666,96795.15426611793,412.2153139074087,2219.8772252828176,1040149.5863672338,136498.26335616235
4.158802243969667e+47,51107.011059369994,96628.53808706933,411.5057240388547,2216.058722204301,1040220.4007846063,136584.62906255046
4.582476708017925e+47,51019.03913994029,96462.2087090297,410.7973562486577,2212.2467606594796,1040289.4505715619,136670.84610749592
5.0506115044700146e+47,50931.21864917698,96296.16563831118,410.09020842038876,2208.441329766771,1040356.7402153389,136756.91474687326
5.568292493719251e+47,50843.54932640884,96130.40838207153,409.3842784414652,2204.642418658879,1040422.2741942231,136842.83523611908
6.141049091102325e+47,50756.03091141198,95964.93644831398,408.67956420315096,2200.850016482794,1040486.0569775482,136928.60783023195
6.774854266899121e+47,50668.66314440988,95799.74934588735,407.97606360055687,2197.0641123997975,1040548.0930256951,137014.2327837725
7.47612454633283e+47,50581.44576607338,95634.84658448606,407.27377453264023,2193.284695585456,1040608.3867900925,137099.71035086334
8.251720009570193e+47,50494.37851752065,95470.22767465001,406.57269490220483,2189.5117552296247,1040666.9427132164,137185.0407851892
9.108944291721322e+47,50407.4611403172,95305.89212776463,405.8728226159011,2185.7452805364437,1040723.7652285908,137270.22433999673
1.0055544582839455e+48,50320.69337647592,95141.83945606096,405.1741555842261,2181.9852607243447,1040778.8587607868,137355.26126809465
1.1099711627921132e+48,50234.07496845706,94978.0691726156,404.47669172152376,2178.231685026045,1040832.2277254234,137440.1518218537
1.2250079726906508e+48,50147.605659168185,94814.5807913506,403.78042894598406,2174.484542688549,1040883.876529167,137524.89625320665
1.351572673467915e+48,50061.2851919642,94651.37382703365,403.0853651796439,2170.7438229731492,1040933.8095697316,137609.49481364829
1.4914950627700858e+48,49975.113310596025,94488.44779518025,402.39149834794387,2167.009515155352,1040982.0312369829,137693.94775428582
1.646405358496914e+48,49889.08975927415,94325.80221217386,401.69882638053406,2163.2816085231075,1041028.5459115776,137778.2553257769
1.817030556683214e+48,49803.21428271258,94163.43659534991,401.00734721147927,2159.5600923781076,1041073.3579640151,137862.4177782863
2.0044602297001976e+48,49717.486626056416,94001.3504628588,400.317058778475,2155.8449560368367,1041116.471756189,137946.43536155653
2.2101475034119e+48,49631.90653488186,93839.54333366586,399.62795902284665,2152.1361888305737,1041157.8916413884,138030.30832490808
2.4359090571752197e+48,49546.47375519619,93678.01472755133,398.94004588955,2148.433780105393,1041197.6219642974,138114.03691723914
2.683925123839994e+48,49461.18803343771,93516.76416511029,398.25331732717035,2144.7377192221597,1041235.6670609955,138197.62138702587
2.956739489748943e+48,49376.04911647581,93355.79116775267,397.5677712879231,2141.047995556534,1041272.0312589577,138281.06198232225
3.257259494737591e+48,49291.05675161096,93195.09525770337,396.8834057276539,2137.36459849897,1041306.718877054,138364.35895076013
3.58875603213432e+48,49206.21068657469,93034.67595800216,396.20021860583824,2133.6875174547167,1041339.7342255501,138447.5125395492
3.9548635487604735e+48,49121.51066952958,92874.53279250367,395.5182078855816,2130.0167418438155,1041371.0816061066,138530.522995477
4.3595800449302944e+48,49036.956449069294,92714.66528587739,394.8373715336193,2126.3522611011012,1041400.7653117797,138613.39056490894
4.8072670744507874e+48,48952.54777421856,92555.07296360774,394.157707520317,2122.694064676204,1041428.7896270207,138696.1154937883
5.302649744621807e+48,48868.28439443319,92395.75535199407,393.47921381967024,2119.042142033548,1041455.1588276764,138778.69802763616
5.850816716236218e+48,48784.16605960003,92236.7119781505,392.80188840930435,2115.396482652349,1041479.8771809888,138861.1384115515
6.457220203579788e+48,48700.192520036995,92077.94237000612,392.1257292704748,2111.757076026617,1041502.9489455951,138943.43689021122
7.127675974430996e+48,48616.3635264931,91919.44605630486,391.45073438806713,2108.1239116651586,1041524.3783715281,139025.59370786996
7.868363350061161e+48,48532.67883014842,91761.22256660563,390.77690175059695,2104.496979091572,1041544.1697002156,139107.60910836022
8.68582520523467e+48,48449.138182614064,91603.27143128212,390.1042293502096,2100.8762678442495,1041562.3271644809,139189.48333509246
9.586967968208839e+48,48365.74133593223,91445.59218152291,389.43271518268045,2097.261767476376,1041578.8549885425,139271.21663105494
1.0579061620733603e+49,48282.48804257619,91288.18434933154,388.7623572474152,2093.6534675559324,1041593.7573880143,139352.80923881376
1.1670359593774807e+49,48199.37805545152,91131.04746752857,388.09315354752687,2090.0513576651565,1041607.0385698803,139434.26140051172
1.2873611921295924e+49,48116.411127894964,90974.1810697486,387.4251020901181,2086.4554273981385,1041618.7027325226,139515.57335787005
1.4200909880709775e+49,48033.58701365482,90817.58469040501,386.75820088544833,2082.8656663660827,1041628.7540661324,139596.74535220634
